PASSENGERS,DISTANCE,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST,YEAR,MONTH
5.00,783.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,15167,TEB,10521,BDA,2023,2
5.00,865.00,04Q,Tradewind Aviation,04Q,14843,SJU,13605,NAS,2023,2
5.00,871.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,13289,MHH,10693,BNA,2023,1
5.00,911.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,14832,SJD,12892,LAX,2023,3
5.00,928.00,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3EQ,14832,SJD,15618,VNY,2023,1
5.00,928.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,15618,VNY,14832,SJD,2023,3
5.00,957.00,LF,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,LF,16443,CSL,12889,LAS,2023,2
5.00,972.00,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3EQ,13502,MTJ,16115,YLW,2023,1
5.00,1000.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,14832,SJD,12191,HOU,2023,1
5.00,1061.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,15356,TTN,13605,NAS,2023,2
5.00,1081.00,LF,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,LF,15167,TEB,11910,GHB,2023,2
5.00,1088.00,04Q,Tradewind Aviation,04Q,11534,ELH,12197,HPN,2023,1
5.00,1158.00,TQ,"Tailwind Air, LLC",TQ,10519,BCT,14838,SJO,2023,3
5.00,1179.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,14027,PBI,14838,SJO,2023,3
5.00,1218.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,14312,PVR,12892,LAX,2023,1
5.00,1223.00,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3EQ,15084,SXM,11697,FLL,2023,3
5.00,1224.00,DL,Delta Air Lines Inc.,DL,10717,BON,13303,MIA,2023,2
5.00,1226.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,15084,SXM,13898,OPF,2023,2
5.00,1342.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,14027,PBI,16217,YUL,2023,2
5.00,1467.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,13398,MMU,14207,POP,2023,1
5.00,1471.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,13898,OPF,11654,FDF,2023,2
5.00,1693.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,10721,BOS,13180,MBJ,2023,1
5.00,1848.00,UA,United Air Lines Inc.,UA,15096,SYR,16257,YYC,2023,3
5.00,2066.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,12197,HPN,15052,SVD,2023,2
5.00,2066.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,15052,SVD,12197,HPN,2023,2
5.00,2119.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,11032,CUN,12892,LAX,2023,1
5.00,2171.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,15618,VNY,16271,YYZ,2023,2
5.00,2328.00,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3EQ,11259,DAL,15084,SXM,2023,3
5.00,2404.00,UA,United Air Lines Inc.,UA,16229,YVR,14492,RDU,2023,2
5.00,2525.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,13605,NAS,12892,LAX,2023,2
5.00,2530.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,15618,VNY,13605,NAS,2023,3
5.00,3011.00,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3EQ,10299,ANC,11170,CTS,2023,2
5.00,3011.00,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3EQ,10299,ANC,11170,CTS,2023,3
5.00,3799.00,X9,Omni Air International LLC,X9,12277,ICN,10299,ANC,2023,1
5.00,5713.00,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3EQ,16321,ZRH,12889,LAS,2023,1
6.00,55.00,2LQ,Tropic Ocean Airways LLC,2LQ,13439,MPB,13746,NSB,2023,3
6.00,67.00,2LQ,Tropic Ocean Airways LLC,2LQ,13746,NSB,10519,BCT,2023,2
6.00,96.00,2LQ,Tropic Ocean Airways LLC,2LQ,11697,FLL,11731,FPO,2023,3
6.00,126.00,04Q,Tradewind Aviation,04Q,10444,AXA,15024,STT,2023,1
6.00,126.00,04Q,Tradewind Aviation,04Q,15024,STT,10444,AXA,2023,1
6.00,142.00,2LQ,Tropic Ocean Airways LLC,2LQ,13439,MPB,14682,SAQ,2023,2
6.00,149.00,04Q,Tradewind Aviation,04Q,14819,SIG,14293,PUJ,2023,2
6.00,155.00,04Q,Tradewind Aviation,04Q,16208,YTM,10785,BTV,2023,1
6.00,184.00,04Q,Tradewind Aviation,04Q,13068,LRM,14819,SIG,2023,3
6.00,187.00,TQ,"Tailwind Air, LLC",TQ,13605,NAS,11827,FXE,2023,1
6.00,198.00,2LQ,Tropic Ocean Airways LLC,2LQ,10371,ASD,14027,PBI,2023,1
6.00,198.00,2LQ,Tropic Ocean Airways LLC,2LQ,14027,PBI,10371,ASD,2023,1
6.00,199.00,04Q,Tradewind Aviation,04Q,15084,SXM,14819,SIG,2023,3
6.00,199.00,2LQ,Tropic Ocean Airways LLC,2LQ,13605,NAS,14027,PBI,2023,3
6.00,199.00,2LQ,Tropic Ocean Airways LLC,2LQ,14027,PBI,13605,NAS,2023,3
6.00,205.00,2LQ,Tropic Ocean Airways LLC,2LQ,13289,MHH,13303,MIA,2023,2
6.00,208.00,2LQ,Tropic Ocean Airways LLC,2LQ,15417,TZN,11697,FLL,2023,3
6.00,226.00,04Q,Tradewind Aviation,04Q,13303,MIA,11534,ELH,2023,3
6.00,230.00,2LQ,Tropic Ocean Airways LLC,2LQ,12080,HBI,14027,PBI,2023,1
6.00,232.00,2LQ,Tropic Ocean Airways LLC,2LQ,11697,FLL,13709,NMC,2023,2
6.00,232.00,2LQ,Tropic Ocean Airways LLC,2LQ,13709,NMC,11697,FLL,2023,2
6.00,244.00,2LQ,Tropic Ocean Airways LLC,2LQ,11697,FLL,11910,GHB,2023,1
6.00,254.00,04Q,Tradewind Aviation,04Q,16217,YUL,10721,BOS,2023,1
6.00,261.00,2LQ,Tropic Ocean Airways LLC,2LQ,11697,FLL,14626,RSD,2023,1
6.00,270.00,2LQ,Tropic Ocean Airways LLC,2LQ,12080,HBI,11732,FPR,2023,1
6.00,319.00,04Q,Tradewind Aviation,04Q,16217,YUL,15167,TEB,2023,3
6.00,377.00,04Q,Tradewind Aviation,04Q,13987,OXC,16163,YQB,2023,2
6.00,377.00,04Q,Tradewind Aviation,04Q,16163,YQB,13987,OXC,2023,2
6.00,431.00,04Q,Tradewind Aviation,04Q,15167,TEB,16163,YQB,2023,2
6.00,473.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,11868,GCM,11697,FLL,2023,3
6.00,638.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,11732,FPR,13180,MBJ,2023,3
6.00,660.00,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3EQ,12280,IDA,16229,YVR,2023,2
6.00,790.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,16443,CSL,14736,SDM,2023,2
6.00,914.00,LF,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,LF,14293,PUJ,13898,OPF,2023,3
6.00,928.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,15618,VNY,14832,SJD,2023,2
6.00,957.00,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3EQ,16443,CSL,12889,LAS,2023,1
6.00,1107.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,13605,NAS,15167,TEB,2023,2
6.00,1166.00,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3EQ,11041,CLD,16115,YLW,2023,3
6.00,1166.00,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3EQ,16115,YLW,11041,CLD,2023,3
6.00,1226.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,15084,SXM,13898,OPF,2023,3
6.00,1332.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,10312,ANU,13898,OPF,2023,1
6.00,1332.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,13898,OPF,10312,ANU,2023,1
6.00,1487.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,14182,PNE,11032,CUN,2023,1
6.00,1548.00,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3EQ,10849,BZN,16271,YYZ,2023,2
6.00,1571.00,TQ,"Tailwind Air, LLC",TQ,13218,MDE,15304,TPA,2023,3
6.00,1625.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,10846,BZE,11823,FWA,2023,2
6.00,1625.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,11823,FWA,10846,BZE,2023,2
6.00,1662.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,16443,CSL,10693,BNA,2023,1
6.00,1685.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,15447,UGN,14153,PLS,2023,2
6.00,1691.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,15167,TEB,10444,AXA,2023,2
6.00,1697.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,10444,AXA,12197,HPN,2023,3
6.00,1699.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,13029,LNK,11907,GGT,2023,1
6.00,1701.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,15084,SXM,15167,TEB,2023,3
6.00,1715.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,14683,SAT,14153,PLS,2023,3
6.00,1801.00,04Q,Tradewind Aviation,04Q,14996,SSI,11015,CIW,2023,3
6.00,2019.00,UA,United Air Lines Inc.,UA,14524,RIC,16257,YYC,2023,3
6.00,2071.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,10575,BGI,11728,FOK,2023,1
6.00,2092.00,04Q,Tradewind Aviation,04Q,11015,CIW,12197,HPN,2023,3
6.00,2288.00,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3EQ,14838,SJO,15376,TUS,2023,3
6.00,2524.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,12990,LIR,14679,SAN,2023,1
6.00,2627.00,UA,United Air Lines Inc.,UA,13204,MCO,16229,YVR,2023,3
6.00,3687.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,10849,BZN,11015,CIW,2023,3
6.00,4296.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,11435,DUB,11122,CPR,2023,1
6.00,5668.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,12892,LAX,12900,LBG,2023,3
6.00,7806.00,DL,Delta Air Lines Inc.,DL,11124,CPT,13204,MCO,2023,2
7.00,143.00,04Q,Tradewind Aviation,04Q,14692,SBH,15024,STT,2023,1
7.00,148.00,2LQ,Tropic Ocean Airways LLC,2LQ,10916,CCZ,11697,FLL,2023,1
7.00,149.00,2LQ,Tropic Ocean Airways LLC,2LQ,14682,SAQ,11697,FLL,2023,1
7.00,153.00,2LQ,Tropic Ocean Airways LLC,2LQ,13303,MIA,10916,CCZ,2023,2
7.00,155.00,04Q,Tradewind Aviation,04Q,14293,PUJ,14843,SJU,2023,1
7.00,182.00,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3EQ,13605,NAS,11697,FLL,2023,2
7.00,183.00,2LQ,Tropic Ocean Airways LLC,2LQ,16845,BS3,14027,PBI,2023,2
7.00,186.00,2LQ,Tropic Ocean Airways LLC,2LQ,10519,BCT,16845,BS3,2023,1
7.00,191.00,04Q,Tradewind Aviation,04Q,14843,SJU,13068,LRM,2023,1
7.00,192.00,04Q,Tradewind Aviation,04Q,14843,SJU,15084,SXM,2023,2
7.00,192.00,2LQ,Tropic Ocean Airways LLC,2LQ,11697,FLL,16845,BS3,2023,2
7.00,205.00,2LQ,Tropic Ocean Airways LLC,2LQ,13303,MIA,16845,BS3,2023,3
7.00,220.00,2LQ,Tropic Ocean Airways LLC,2LQ,11697,FLL,11534,ELH,2023,3
7.00,228.00,2LQ,Tropic Ocean Airways LLC,2LQ,14027,PBI,11534,ELH,2023,3
7.00,236.00,04Q,Tradewind Aviation,04Q,10540,BED,16083,YHU,2023,1
7.00,236.00,04Q,Tradewind Aviation,04Q,16083,YHU,10540,BED,2023,1
7.00,240.00,04Q,Tradewind Aviation,04Q,14843,SJU,13654,NEV,2023,3
7.00,251.00,04Q,Tradewind Aviation,04Q,10470,AZS,14843,SJU,2023,1
7.00,277.00,04Q,Tradewind Aviation,04Q,10540,BED,16186,YRQ,2023,2
7.00,277.00,04Q,Tradewind Aviation,04Q,16186,YRQ,10540,BED,2023,2
7.00,319.00,04Q,Tradewind Aviation,04Q,15167,TEB,16217,YUL,2023,3
7.00,390.00,04Q,Tradewind Aviation,04Q,16189,YSC,10792,BUF,2023,3
7.00,431.00,04Q,Tradewind Aviation,04Q,16163,YQB,15167,TEB,2023,2
7.00,634.00,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3EQ,16443,CSL,15376,TUS,2023,1
7.00,915.00,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3EQ,16443,CSL,12892,LAX,2023,3
7.00,1070.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,11534,ELH,15167,TEB,2023,1
7.00,1504.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,11032,CUN,15356,TTN,2023,1
7.00,1704.00,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3EQ,11789,FTW,12990,LIR,2023,3
7.00,1726.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,12339,IND,14312,PVR,2023,3
7.00,1762.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,14849,SKB,12197,HPN,2023,1
7.00,1787.00,5Y,Atlas Air Inc.,5Y,15455,UIO,13303,MIA,2023,1
7.00,1872.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,16229,YVR,10423,AUS,2023,3
7.00,1968.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,10372,ASE,13605,NAS,2023,2
7.00,2092.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,11015,CIW,12197,HPN,2023,1
7.00,2205.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,15167,TEB,14324,PXM,2023,2
7.00,2321.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,12197,HPN,14312,PVR,2023,2
7.00,2326.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,15084,SXM,10423,AUS,2023,2
7.00,2364.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,12197,HPN,16306,ZLO,2023,3
7.00,2493.00,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3EQ,14908,SNA,13605,NAS,2023,2
7.00,2637.00,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3EQ,11041,CLD,14838,SJO,2023,3
7.00,3260.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,10721,BOS,13094,LTN,2023,3
8.00,40.00,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3EQ,16229,YVR,10666,BLI,2023,2
8.00,61.00,TQ,"Tailwind Air, LLC",TQ,10621,BIM,11697,FLL,2023,3
8.00,61.00,TQ,"Tailwind Air, LLC",TQ,11697,FLL,10621,BIM,2023,3
8.00,63.00,2LQ,Tropic Ocean Airways LLC,2LQ,13303,MIA,13746,NSB,2023,3
8.00,149.00,2LQ,Tropic Ocean Airways LLC,2LQ,14682,SAQ,13303,MIA,2023,3
8.00,182.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,11697,FLL,13605,NAS,2023,3
8.00,184.00,2LQ,Tropic Ocean Airways LLC,2LQ,13605,NAS,13303,MIA,2023,1
8.00,186.00,2LQ,Tropic Ocean Airways LLC,2LQ,13605,NAS,13898,OPF,2023,3
8.00,192.00,04Q,Tradewind Aviation,04Q,14843,SJU,15084,SXM,2023,3
8.00,199.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,13289,MHH,15030,SUA,2023,3
8.00,205.00,2LQ,Tropic Ocean Airways LLC,2LQ,13289,MHH,13303,MIA,2023,3
8.00,218.00,04Q,Tradewind Aviation,04Q,14819,SIG,14692,SBH,2023,2
8.00,235.00,2LQ,Tropic Ocean Airways LLC,2LQ,13898,OPF,13709,NMC,2023,1
8.00,251.00,04Q,Tradewind Aviation,04Q,14843,SJU,10470,AZS,2023,1
8.00,451.00,04Q,Tradewind Aviation,04Q,14843,SJU,14884,SLU,2023,2
8.00,451.00,04Q,Tradewind Aviation,04Q,14884,SLU,14843,SJU,2023,2
8.00,541.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,12441,JAC,16257,YYC,2023,3
8.00,720.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,16257,YYC,14869,SLC,2023,3
8.00,911.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,14293,PUJ,13303,MIA,2023,1
8.00,911.00,SY,Sun Country Airlines d/b/a MN Airlines,SY,12892,LAX,14832,SJD,2023,3
8.00,915.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,16443,CSL,12892,LAX,2023,2
8.00,915.00,SY,Sun Country Airlines d/b/a MN Airlines,SY,16443,CSL,12892,LAX,2023,3
8.00,933.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,15618,VNY,16443,CSL,2023,1
8.00,1013.00,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3EQ,10939,CEN,13796,OAK,2023,1
8.00,1013.00,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3EQ,10939,CEN,13796,OAK,2023,2
8.00,1013.00,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3EQ,13796,OAK,10939,CEN,2023,1
8.00,1039.00,LF,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,LF,10693,BNA,11032,CUN,2023,1
8.00,1104.00,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3EQ,14153,PLS,10397,ATL,2023,1
8.00,1107.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,13605,NAS,15167,TEB,2023,3
8.00,1128.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,11697,FLL,16166,YQG,2023,1
8.00,1225.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,13898,OPF,16271,YYZ,2023,1
8.00,1248.00,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3EQ,13796,OAK,14832,SJD,2023,3
8.00,1252.00,SY,Sun Country Airlines d/b/a MN Airlines,SY,16443,CSL,13796,OAK,2023,2
8.00,1318.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,14153,PLS,15167,TEB,2023,1
8.00,1529.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,14838,SJO,12191,HOU,2023,1
8.00,1667.00,04Q,Tradewind Aviation,04Q,14849,SKB,11057,CLT,2023,3
8.00,1669.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,11764,FRG,10444,AXA,2023,1
8.00,2082.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,10559,BFI,14312,PVR,2023,3
8.00,2246.00,TQ,"Tailwind Air, LLC",TQ,10709,BOC,12197,HPN,2023,3
8.00,5214.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,13094,LTN,12889,LAS,2023,3
9.00,149.00,2LQ,Tropic Ocean Airways LLC,2LQ,14682,SAQ,11697,FLL,2023,2
9.00,193.00,2LQ,Tropic Ocean Airways LLC,2LQ,13289,MHH,11697,FLL,2023,2
9.00,238.00,2LQ,Tropic Ocean Airways LLC,2LQ,13709,NMC,15260,TMB,2023,3
9.00,244.00,2LQ,Tropic Ocean Airways LLC,2LQ,11697,FLL,11910,GHB,2023,3
9.00,808.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,10423,AUS,14312,PVR,2023,2
9.00,948.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,14832,SJD,12889,LAS,2023,1
9.00,980.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,13762,NTR,13198,MCI,2023,3
9.00,1092.00,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3EQ,14312,PVR,14736,SDM,2023,1
9.00,1110.00,YX,Republic Airline,YX,16271,YYZ,13495,MSY,2023,2
9.00,1129.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,12889,LAS,13762,NTR,2023,3
9.00,1147.00,TQ,"Tailwind Air, LLC",TQ,13898,OPF,10709,BOC,2023,3
9.00,1235.00,UA,United Air Lines Inc.,UA,16257,YYC,12278,ICT,2023,3
9.00,1329.00,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3EQ,16306,ZLO,12892,LAX,2023,1
9.00,1342.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,16217,YUL,14027,PBI,2023,1
9.00,1410.00,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3EQ,11638,FAT,14312,PVR,2023,1
9.00,1444.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,13218,MDE,14027,PBI,2023,1
9.00,1450.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,11953,GNV,15084,SXM,2023,1
9.00,1828.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,16443,CSL,10559,BFI,2023,1
9.00,2113.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,11950,GND,12953,LGA,2023,1
9.00,2119.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,11032,CUN,12892,LAX,2023,3
9.00,2344.00,UA,United Air Lines Inc.,UA,16229,YVR,12264,IAD,2023,3
9.00,2701.00,UA,United Air Lines Inc.,UA,14635,RSW,16229,YVR,2023,3
9.00,2946.00,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3EQ,12990,LIR,14771,SFO,2023,1
10.00,96.00,04Q,Tradewind Aviation,04Q,11519,EIS,14843,SJU,2023,2
10.00,154.00,3BQ,"Nealco Air Charter Services, Inc.  d/b/a  Watermakers Air",3BQ,11827,FXE,14682,SAQ,2023,1
10.00,187.00,2LQ,Tropic Ocean Airways LLC,2LQ,14027,PBI,13289,MHH,2023,2
10.00,205.00,2LQ,Tropic Ocean Airways LLC,2LQ,13303,MIA,13289,MHH,2023,3
10.00,208.00,2LQ,Tropic Ocean Airways LLC,2LQ,15417,TZN,11697,FLL,2023,1
10.00,240.00,04Q,Tradewind Aviation,04Q,13654,NEV,14843,SJU,2023,3
10.00,244.00,2LQ,Tropic Ocean Airways LLC,2LQ,11910,GHB,11697,FLL,2023,3
10.00,392.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,13289,MHH,12451,JAX,2023,1
10.00,411.00,04Q,Tradewind Aviation,04Q,12197,HPN,16163,YQB,2023,2
10.00,521.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,13594,MZT,13061,LRD,2023,2
10.00,908.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,14771,SFO,16096,YKA,2023,3
10.00,1128.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,16166,YQG,11697,FLL,2023,1
10.00,1130.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,13898,OPF,11519,EIS,2023,3
10.00,1252.00,SY,Sun Country Airlines d/b/a MN Airlines,SY,13796,OAK,16443,CSL,2023,2
10.00,1319.00,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3EQ,10329,APF,15084,SXM,2023,2
10.00,1319.00,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3EQ,15084,SXM,10329,APF,2023,2
10.00,1427.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,14153,PLS,10540,BED,2023,3
10.00,1461.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,11423,DSM,13594,MZT,2023,2
10.00,1461.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,13594,MZT,11423,DSM,2023,1
10.00,1684.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,11907,GGT,13871,OMA,2023,3
10.00,1973.00,UA,United Air Lines Inc.,UA,16257,YYC,11278,DCA,2023,3
10.00,1999.00,UA,United Air Lines Inc.,UA,14730,SDF,16229,YVR,2023,1
10.00,2111.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,12197,HPN,10575,BGI,2023,2
10.00,2162.00,UA,United Air Lines Inc.,UA,14122,PIT,16229,YVR,2023,3
10.00,2205.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,14324,PXM,15167,TEB,2023,2
11.00,115.00,2LQ,Tropic Ocean Airways LLC,2LQ,15260,TMB,15860,WTD,2023,2
11.00,115.00,2LQ,Tropic Ocean Airways LLC,2LQ,15860,WTD,15260,TMB,2023,2
11.00,175.00,2LQ,Tropic Ocean Airways LLC,2LQ,10371,ASD,11697,FLL,2023,2
11.00,177.00,2LQ,Tropic Ocean Airways LLC,2LQ,13439,MPB,13605,NAS,2023,2
11.00,183.00,2LQ,Tropic Ocean Airways LLC,2LQ,16845,BS3,14027,PBI,2023,1
11.00,411.00,04Q,Tradewind Aviation,04Q,16163,YQB,12197,HPN,2023,2
11.00,908.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,16096,YKA,14771,SFO,2023,3
11.00,994.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,14681,SAP,13256,MFE,2023,2
11.00,1156.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,14027,PBI,11164,CTG,2023,3
11.00,1427.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,10540,BED,14153,PLS,2023,2
11.00,1427.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,14153,PLS,10540,BED,2023,2
11.00,1429.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,11066,CMH,11868,GCM,2023,1
11.00,1429.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,11868,GCM,11066,CMH,2023,1
